index,wnid,imagenet_label,hierarchy_depth,hierarchy_path
867,n04467665,trailer_truck,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle > motor vehicle > truck > trailer truck
868,n04476259,tray,9,entity > physical entity > object > whole > artifact > instrumentality > container > receptacle > tray
869,n04479046,trench_coat,12,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment > coat > raincoat > trench coat
870,n04482393,tricycle,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > tricycle
871,n04483307,trimaran,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > sailing vessel > sailboat > trimaran
872,n04485082,tripod,10,entity > physical entity > object > whole > artifact > instrumentality > device > support > rack > tripod
873,n04486054,triumphal_arch,8,entity > physical entity > object > whole > artifact > structure > arch > triumphal arch
874,n04487081,trolleybus,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > public transport > bus > trolleybus
875,n04487394,trombone,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > wind instrument > brass > trombone
876,n04493381,tub,9,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tub
877,n04501370,turnstile,11,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > movable barrier > gate > turnstile
878,n04505470,typewriter_keyboard,9,entity > physical entity > object > whole > artifact > instrumentality > device > keyboard > typewriter keyboard
879,n04507155,umbrella,10,entity > physical entity > object > whole > artifact > covering > protective covering > shelter > canopy > umbrella
880,n04509417,unicycle,10,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > unicycle
881,n04515003,upright,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument > piano > upright
882,n04517823,vacuum,11,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > vacuum
883,n04522168,vase,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > jar > vase
884,n04523525,vault,9,entity > physical entity > object > whole > artifact > covering > protective covering > roof > vault
885,n04525038,velvet,7,entity > physical entity > object > whole > artifact > fabric > velvet
886,n04525305,vending_machine,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > slot machine > vending machine
887,n04532106,vestment,10,entity > physical entity > object > whole > artifact > covering > clothing > outerwear > gown > vestment
888,n04532670,viaduct,8,entity > physical entity > object > whole > artifact > structure > bridge > viaduct
889,n04536866,violin,11,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > stringed instrument > bowed stringed instrument > violin
890,n04540053,volleyball,10,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > ball > volleyball
891,n04542943,waffle_iron,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > kitchen appliance > waffle iron
892,n04548280,wall_clock,12,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece > clock > wall clock
893,n04548362,wallet,9,entity > physical entity > object > whole > artifact > instrumentality > container > case > wallet
894,n04550184,wardrobe,9,entity > physical entity > object > whole > artifact > instrumentality > furnishing > furniture > wardrobe
895,n04552348,warplane,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > aircraft > heavier-than-air craft > warplane
896,n04553703,washbasin,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > basin > washbasin
897,n04554684,washer,12,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance > home appliance > white goods > washer
898,n04557648,water_bottle,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > water bottle
899,n04560804,water_jug,11,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > jug > water jug
900,n04562935,water_tower,11,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > tank > reservoir > water tower
901,n04579145,whiskey_jug,11,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > jug > whiskey jug
902,n04579432,whistle,9,entity > physical entity > object > whole > artifact > instrumentality > device > acoustic device > whistle
903,n04584207,wig,10,entity > physical entity > object > whole > artifact > covering > clothing > attire > hairpiece > wig
904,n04589890,window_screen,9,entity > physical entity > object > whole > artifact > covering > protective covering > screen > window screen
905,n04590129,window_shade,10,entity > physical entity > object > whole > artifact > covering > protective covering > blind > window blind > window shade
906,n04591157,Windsor_tie,11,entity > physical entity > object > whole > artifact > covering > clothing > garment > neckwear > necktie > Windsor tie
907,n04591713,wine_bottle,10,entity > physical entity > object > whole > artifact > instrumentality > container > vessel > bottle > wine bottle
908,n04592741,wing,9,entity > physical entity > object > whole > artifact > instrumentality > device > airfoil > wing
909,n04596742,wok,12,entity > physical entity > object > whole > artifact > instrumentality > implement > utensil > kitchen utensil > cooking utensil > pan > wok
910,n04597913,wooden_spoon,11,entity > physical entity > object > whole > artifact > article > ware > tableware > cutlery > spoon > wooden spoon
911,n04599235,wool,7,entity > physical entity > object > whole > artifact > fabric > wool
912,n04604644,worm_fence,11,entity > physical entity > object > whole > artifact > structure > obstruction > barrier > fence > rail fence > worm fence
913,n04606251,wreck,12,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > ship > wreck
914,n04612504,yawl,13,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > craft > vessel > boat > small boat > yawl
915,n04613696,yurt,9,entity > physical entity > object > whole > artifact > structure > housing > dwelling > yurt
916,n06359193,web_site,10,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > web site
917,n06596364,comic_book,11,entity > physical entity > object > whole > artifact > instrumentality > medium > print media > press > magazine > comic book
918,n06785654,crossword_puzzle,11,entity > physical entity > object > whole > artifact > instrumentality > equipment > game equipment > game > puzzle > crossword puzzle
919,n06794110,street_sign,5,entity > abstraction > communication > sign > street sign
920,n06874185,traffic_light,7,entity > abstraction > communication > signal > visual signal > light > traffic light
921,n07248320,book_jacket,9,entity > physical entity > object > whole > artifact > covering > wrapping > jacket > book jacket
922,n07565083,menu,7,entity > physical entity > matter > substance > food > fare > menu
923,n07579787,plate,9,entity > physical entity > matter > substance > food > nutriment > course > entree > plate
924,n07583066,guacamole,11,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment > dip > guacamole
925,n07584110,consomme,9,entity > physical entity > matter > substance > food > nutriment > dish > soup > consomme
926,n07590611,hot_pot,9,entity > physical entity > matter > substance > food > nutriment > dish > stew > hot pot
927,n07613480,trifle,10,entity > physical entity > matter > substance > food > nutriment > course > dessert > pudding > trifle
928,n07614500,ice_cream,10,entity > physical entity > matter > substance > food > nutriment > course > dessert > frozen dessert > ice cream
929,n07615774,ice_lolly,10,entity > physical entity > matter > substance > food > nutriment > course > dessert > frozen dessert > ice lolly
930,n07684084,French_loaf,9,entity > physical entity > matter > solid > food > baked goods > bread > loaf of bread > French loaf
931,n07693725,bagel,9,entity > physical entity > matter > solid > food > baked goods > bread > bun > bagel
932,n07695742,pretzel,9,entity > physical entity > matter > solid > food > baked goods > bread > cracker > pretzel
933,n07697313,cheeseburger,11,entity > physical entity > matter > substance > food > nutriment > dish > snack food > sandwich > hamburger > cheeseburger
934,n07697537,hotdog,10,entity > physical entity > matter > substance > food > nutriment > dish > snack food > sandwich > hotdog
935,n07711569,mashed_potato,10,entity > physical entity > matter > solid > food > produce > vegetable > root vegetable > potato > mashed potato
936,n07714571,head_cabbage,10,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > cabbage > head cabbage
937,n07714990,broccoli,9,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > broccoli
938,n07715103,cauliflower,9,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > cauliflower
939,n07716358,zucchini,10,entity > physical entity > matter > solid > food > produce > vegetable > squash > summer squash > zucchini
940,n07716906,spaghetti_squash,10,entity > physical entity > matter > solid > food > produce > vegetable > squash > summer squash > spaghetti squash
941,n07717410,acorn_squash,10,entity > physical entity > matter > solid > food > produce > vegetable > squash > winter squash > acorn squash
942,n07717556,butternut_squash,10,entity > physical entity > matter > solid > food > produce > vegetable > squash > winter squash > butternut squash
943,n07718472,cucumber,8,entity > physical entity > matter > solid > food > produce > vegetable > cucumber
944,n07718747,artichoke,8,entity > physical entity > matter > solid > food > produce > vegetable > artichoke
945,n07720875,bell_pepper,11,entity > physical entity > matter > solid > food > produce > vegetable > solanaceous vegetable > pepper > sweet pepper > bell pepper
946,n07730033,cardoon,8,entity > physical entity > matter > solid > food > produce > vegetable > cardoon
947,n07734744,mushroom,8,entity > physical entity > matter > solid > food > produce > vegetable > mushroom
948,n07742313,Granny_Smith,10,entity > physical entity > matter > solid > food > produce > edible fruit > apple > eating apple > Granny Smith
949,n07745940,strawberry,9,entity > physical entity > matter > solid > food > produce > edible fruit > berry > strawberry
950,n07747607,orange,9,entity > physical entity > matter > solid > food > produce > edible fruit > citrus > orange
951,n07749582,lemon,9,entity > physical entity > matter > solid > food > produce > edible fruit > citrus > lemon
952,n07753113,fig,8,entity > physical entity > matter > solid > food > produce > edible fruit > fig
953,n07753275,pineapple,8,entity > physical entity > matter > solid > food > produce > edible fruit > pineapple
954,n07753592,banana,8,entity > physical entity > matter > solid > food > produce > edible fruit > banana
955,n07754684,jackfruit,8,entity > physical entity > matter > solid > food > produce > edible fruit > jackfruit
956,n07760859,custard_apple,8,entity > physical entity > matter > solid > food > produce > edible fruit > custard apple
957,n07768694,pomegranate,8,entity > physical entity > matter > solid > food > produce > edible fruit > pomegranate
958,n07802026,hay,8,entity > physical entity > matter > substance > food > feed > fodder > hay
959,n07831146,carbonara,12,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment > sauce > spaghetti sauce > carbonara
960,n07836838,chocolate_sauce,11,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment > sauce > chocolate sauce
961,n07860988,dough,8,entity > physical entity > matter > substance > food > foodstuff > concoction > dough
962,n07871810,meat_loaf,8,entity > physical entity > matter > substance > food > nutriment > dish > meat loaf
963,n07873807,pizza,8,entity > physical entity > matter > substance > food > nutriment > dish > pizza
964,n07875152,potpie,8,entity > physical entity > matter > substance > food > nutriment > dish > potpie
965,n07880968,burrito,8,entity > physical entity > matter > substance > food > nutriment > dish > burrito
966,n07892512,red_wine,9,entity > physical entity > matter > substance > food > beverage > alcohol > wine > red wine
967,n07920052,espresso,8,entity > physical entity > matter > substance > food > beverage > coffee > espresso
968,n07930864,cup,10,entity > physical entity > matter > substance > food > beverage > alcohol > mixed drink > punch > cup
969,n07932039,eggnog,10,entity > physical entity > matter > substance > food > beverage > alcohol > mixed drink > punch > eggnog
970,n09193705,alp,7,entity > physical entity > object > geological formation > natural elevation > mountain > alp
971,n09229709,bubble,9,entity > abstraction > attribute > shape > round shape > sphere > ball > globule > bubble
972,n09246464,cliff,5,entity > physical entity > object > geological formation > cliff
973,n09256479,coral_reef,8,entity > physical entity > object > geological formation > natural elevation > ridge > reef > coral reef
974,n09288635,geyser,6,entity > physical entity > object > geological formation > spring > geyser
975,n09332890,lakeside,6,entity > physical entity > object > geological formation > shore > lakeside
976,n09399592,promontory,6,entity > physical entity > object > geological formation > natural elevation > promontory
977,n09421951,sandbar,8,entity > physical entity > object > geological formation > natural elevation > ridge > bar > sandbar
978,n09428293,seashore,6,entity > physical entity > object > geological formation > shore > seashore
979,n09468604,valley,6,entity > physical entity > object > geological formation > natural depression > valley
980,n09472597,volcano,7,entity > physical entity > object > geological formation > natural elevation > mountain > volcano
981,n09835506,ballplayer,10,entity > physical entity > object > whole > living thing > organism > person > contestant > athlete > ballplayer
982,n10148035,groom,11,entity > physical entity > object > whole > living thing > organism > person > peer > associate > participant > groom
983,n10565667,scuba_diver,10,entity > physical entity > object > whole > living thing > organism > person > explorer > diver > scuba diver
984,n11879895,rapeseed,12,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > seed > oilseed > rapeseed
985,n11939491,daisy,12,entity > physical entity > object > whole > living thing > organism > plant > vascular plant > spermatophyte > angiosperm > flower > daisy
986,n12057211,yellow_lady's_slipper,14,entity > physical entity > object > whole > living thing > organism > plant > vascular plant > spermatophyte > angiosperm > flower > orchid > lady's slipper > yellow lady's slipper
987,n12144580,corn,13,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > seed > grain > kernel > corn
988,n12267677,acorn,10,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > acorn
989,n12620546,hip,10,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > hip
990,n12768682,buckeye,11,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > seed > buckeye
991,n12985857,coral_fungus,8,entity > physical entity > object > whole > living thing > organism > fungus > coral fungus
992,n12998815,agaric,9,entity > physical entity > object > whole > living thing > organism > fungus > basidiomycete > agaric
993,n13037406,gyromitra,8,entity > physical entity > object > whole > living thing > organism > fungus > gyromitra
994,n13040303,stinkhorn,8,entity > physical entity > object > whole > living thing > organism > fungus > stinkhorn
995,n13044778,earthstar,8,entity > physical entity > object > whole > living thing > organism > fungus > earthstar
996,n13052670,hen-of-the-woods,8,entity > physical entity > object > whole > living thing > organism > fungus > hen-of-the-woods
997,n13054560,bolete,8,entity > physical entity > object > whole > living thing > organism > fungus > bolete
998,n13133613,ear,10,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure > fruit > ear
999,n15075141,toilet_tissue,8,entity > physical entity > matter > substance > material > paper > tissue > toilet tissue
